title,desc,link,site,start date,end date,company,country,latitude,longitude,% Negative,% Neutral,% Positive,Magnitude
Coronavirus News Jan 20 highlights: Total 7.86 lakh healthcare workers vaccinated till 6 pm,Coronavirus News LIVE Updates: India COVID-19 active cases below 2 lakh for 1st time since June end,news.google.com/./articles/CAIiEEAuNxKqVt_pn9lk24OLeFkqGQgEKhAIACoHCAowhq6TCzDk7qgDMPrJvwY?hl=en-US&gl=US&ceid=US%3Aen,CNBCTV18,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Covid vaccine could reach Kenya by late 2021,"It's 90 per cent effective, but firm must supply millions of doses to US and EU.",news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3LnRoZS1zdGFyLmNvLmtlL25ld3MvMjAyMC0xMS0wOS1jb3ZpZC12YWNjaW5lLWNvdWxkLXJlYWNoLWtlbnlhLWJ5LWxhdGUtMjAyMS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"The Star, Kenya",08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,86.4,13.600000000000001,51.29
"Africa Left With Few Options for Vaccines, South Africa Says","Vials of the Pfizer-BioNTech Covid-19 vaccine at a senior citizen care home in Premnitz, Germany, on Wednesday, Dec. 30, 2020. Germany’s new coronavirus deaths surpassed 1,000 for the first time since the beginning of the pandemic, just days after the country started its vaccination campaign. Photographer: Liesa Johannssen-Koppitz/Bloomberg",news.google.com/./articles/CAIiEEF1p6WbvhF-r396kzYdaacqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Britain prepares to administer Pfizer jab,About 800 000 doses are expected to be available within the first week.,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvaGVhbHRoL2hlYWx0aC1zY2llbmNlL2FydGljbGUvMjAwMTM5NjQ5NS9icml0YWluLXByZXBhcmVzLXRvLWFkbWluaXN0ZXItcGZpemVyLWphYtIBdmh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvaGVhbHRoL2FtcC9oZWFsdGgtc2NpZW5jZS9hcnRpY2xlLzIwMDEzOTY0OTUvYnJpdGFpbi1wcmVwYXJlcy10by1hZG1pbmlzdGVyLXBmaXplci1qYWI?hl=en-US&gl=US&ceid=US%3Aen,The Standard,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
How Kenya will administer Covid-19 vaccine when it arrives,Kagwe called for caution days after he expressed reservations about the vaccine.,news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3LnRoZS1zdGFyLmNvLmtlL25ld3MvMjAyMC0xMS0xOS1ob3cta2VueWEtd2lsbC1hZG1pbmlzdGVyLWNvdmlkLTE5LXZhY2NpbmUtd2hlbi1pdC1hcnJpdmVzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"The Star, Kenya",08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Pfizer says final results show vaccine 95% effective,Pfizer vaccine 95 effective in final analysis plans to seek emergency authorization within days.,news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvaGVhbHRoL2FydGljbGUvMjAwMTM5NDM4NC9wZml6ZXItc2F5cy1maW5hbC1yZXN1bHRzLXNob3ctdmFjY2luZS05NS1lZmZlY3RpdmXSAXFodHRwczovL3d3dy5zdGFuZGFyZG1lZGlhLmNvLmtlL2hlYWx0aC9hbXAvYXJ0aWNsZS8yMDAxMzk0Mzg0L3BmaXplci1zYXlzLWZpbmFsLXJlc3VsdHMtc2hvdy12YWNjaW5lLTk1LWVmZmVjdGl2ZQ?hl=en-US&gl=US&ceid=US%3Aen,The Standard,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,69.3,30.7,73.83500000000001
Portugal close schools as Covid-19 reaches record level – latest updates,Portugal close schools as Covid-19 reaches record level – latest updates,news.google.com/./articles/CAIiED19m-UQMfAdjd94FdqMu_MqGQgEKhAIACoHCAowtKb8CjD05IgDMKDU-QU?hl=en-US&gl=US&ceid=US%3Aen,TRT World,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,89.3,10.7,52.58
Suspicions grow that nanoparticles in Pfizer's COVID-19 vaccine trigger rare allergic reactions,"Life-threatening responses seen in at least eight people could be linked to polyethylene glycol, known to trigger reactions to some drugs.",news.google.com/./articles/CBMif2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9zdXNwaWNpb25zLWdyb3ctbmFub3BhcnRpY2xlcy1wZml6ZXItcy1jb3ZpZC0xOS12YWNjaW5lLXRyaWdnZXItcmFyZS1hbGxlcmdpYy1yZWFjdGlvbnPSAQA?hl=en-US&gl=US&ceid=US%3Aen,Science Magazine,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,32.0,68.0,0.0,21.405
Why Pfizer’s ultra-cold COVID-19 vaccine will not be at the local pharmacy any time soon,Work to distribute the experimental COVID-19 vaccine developed by Pfizer Inc and BioNTech SE is gearing up after the companies announced successful ...,news.google.com/./articles/CBMioAFodHRwczovL3d3dy5zdGFuZGFyZG1lZGlhLmNvLmtlL2hlYWx0aC9oZWFsdGgtc2NpZW5jZS9hcnRpY2xlLzIwMDEzOTM0MDEvd2h5LXBmaXplcnMtdWx0cmEtY29sZC1jb3ZpZC0xOS12YWNjaW5lLXdpbGwtbm90LWJlLWF0LXRoZS1sb2NhbC1waGFybWFjeS1hbnktdGltZS1zb29u0gGkAWh0dHBzOi8vd3d3LnN0YW5kYXJkbWVkaWEuY28ua2UvaGVhbHRoL2FtcC9oZWFsdGgtc2NpZW5jZS9hcnRpY2xlLzIwMDEzOTM0MDEvd2h5LXBmaXplcnMtdWx0cmEtY29sZC1jb3ZpZC0xOS12YWNjaW5lLXdpbGwtbm90LWJlLWF0LXRoZS1sb2NhbC1waGFybWFjeS1hbnktdGltZS1zb29u?hl=en-US&gl=US&ceid=US%3Aen,The Standard,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"I have my doubts about Pfizer vaccine, CS Kagwe says","•The Pfizer-BioNTech vaccine, has been found to be 90 per cent effective in preventing Covid-19. •The manufacturer is among more than 25 drug makers who ...",news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LnRoZS1zdGFyLmNvLmtlL25ld3MvMjAyMC0xMS0xMS1pLWhhdmUtbXktZG91YnRzLWFib3V0LXBmaXplci12YWNjaW5lLWNzLWthZ3dlLXNheXMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"The Star, Kenya",08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,19.6,80.4,0.0,35.2
"COVID-19 WRAP | SA records 2,488 Covid-19 cases & AstraZeneca expects Covid-19 vaccine capacity of 200m a month by April","Fans watching tennis on one of the screens in Melbourne Park, Melbourne, Australia. Crowd capacity for this years event has been capped at 30,000 following the outbreak of the coronavirus disease (Covid-19).",news.google.com/./articles/CAIiEGMHx513FCXz9ViPwO60VNUqMwgEKioIACIQTEiTTGRHVJqjX49E5O90vyoUCAoiEExIk0xkR1Sao1-PROTvdL8wvcbKBg?hl=en-US&gl=US&ceid=US%3Aen,TimesLIVE,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
How does fake news of 5G and COVID-19 spread worldwide?,"New research finds misinformation on the new coronavirus has different trends across various countries. However, misunderstanding of 5G technology was a ...",news.google.com/./articles/CBMibGh0dHBzOi8vd3d3Lm1lZGljYWxuZXdzdG9kYXkuY29tL2FydGljbGVzLzVnLWRvZXNudC1jYXVzZS1jb3ZpZC0xOS1idXQtdGhlLXJ1bW9yLWl0LWRvZXMtc3ByZWFkLWxpa2UtYS12aXJ1c9IBcGh0dHBzOi8vd3d3Lm1lZGljYWxuZXdzdG9kYXkuY29tL2FtcC9hcnRpY2xlcy81Zy1kb2VzbnQtY2F1c2UtY292aWQtMTktYnV0LXRoZS1ydW1vci1pdC1kb2VzLXNwcmVhZC1saWtlLWEtdmlydXM?hl=en-US&gl=US&ceid=US%3Aen,Medical News Today,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,25.6,74.4,0.0,26.165
Kagwe: My remarks on Covid-19 vaccine were taken out of context,"Health Cabinet Secretary Mutahi Kagwe has come out to defend his comments on the Pfizer Covid-19 vaccine, after a video clip captured him expressing ...",news.google.com/./articles/CBMiZ2h0dHBzOi8vbmFpcm9iaW5ld3MubmF0aW9uLmNvLmtlL2dlbmVyYWwva2Fnd2UtbXktcmVtYXJrcy1vbi1jb3ZpZC0xOS12YWNjaW5lLXdlcmUtdGFrZW4tb3V0LW9mLWNvbnRleHTSAQA?hl=en-US&gl=US&ceid=US%3Aen,Nairobi News,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"Walgreens says FL reallocated 76,000+ doses of COVID 19 vaccine from their supply causing a shortage for some long term care residents/staff","An unexpected shortage of COVID-19 vaccine led to canceled appointments, chaos, and confusion inside some long term care facilities recently. Investigative ...",news.google.com/./articles/CBMiRmh0dHBzOi8vbmV3cy55YWhvby5jb20vd2FsZ3JlZW5zLXNheXMtZmwtcmVhbGxvY2F0ZWQtNzYtMjMyOTU1NjY0Lmh0bWzSAU5odHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvd2FsZ3JlZW5zLXNheXMtZmwtcmVhbGxvY2F0ZWQtNzYtMjMyOTU1NjY0Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Yahoo News,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,7.9,79.4,12.7,64.8
More Than 60 Low-Income Countries May Not Receive COVID-19 Vaccines Until 2021,"Pfizer announced Wednesday the United States will buy another 100 million doses of its vaccine produced with BioNTech, which will be delivered by next ...",news.google.com/./articles/CBMiR2h0dHBzOi8vd3d3LndidXIub3JnL2hlcmVhbmRub3cvMjAyMC8xMi8yMy9sb3ctaW5jb21lLWNvdW50cmllcy12YWNjaW5l0gEA?hl=en-US&gl=US&ceid=US%3Aen,Here And Now,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
The Latest: Fauci: Virus shot categories to open up by April,"WASHINGTON — Dr. Anthony Fauci predicts by April it will be “open season” for vaccinations in the U.S., as supply boosts allow most people to get shots to ...",news.google.com/./articles/CBMimAFodHRwczovL3d3dy50YWhsZXF1YWhkYWlseXByZXNzLmNvbS9uYXRsbmV3c2FwL3RoZS1sYXRlc3QtbWVya2VsLXNheXMtZ2VybWFueS1kaWRudC1hY3QtcXVpY2tseS1lbm91Z2gvYXJ0aWNsZV84YzY1MWE5NC02MGZiLTVjOTItYWRlOS00ZDg3NmEzZTMwZDAuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Tahlequah Daily Press,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
US gov't endorses use of COVID-19 Pfizer vaccine,Tuko.co.ke News ☛ A 23-member panel advising the United States Food and Drug Administration (FDA) has given the green light for the use of Pfizer vaccine in ...,news.google.com/./articles/CAIiEAUDPr0CosEJPaX5mLtwU3gqMwgEKioIACIQ8_aR125dc2n7elshjuybpyoUCAoiEPP2kdduXXNp-3pbIY7sm6cw66zMBg?hl=en-US&gl=US&ceid=US%3Aen,Tuko.co.ke ,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,74.5,25.5,67.0
Universal and Sony Music Ink Licensing Deals With Audiomack Streaming Service,Universal and Sony have signed licensing deals with Audiomack — the upstart streaming *service* is now licensed by all three majors.,news.google.com/./articles/CAIiEA0SBB-4Q8_1aC29ZaMya_kqFwgEKg8IACoHCAowraj2AjC5-iIwzItb?hl=en-US&gl=US&ceid=US%3Aen,Variety,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"How Pfizer Delivered a Covid Vaccine in Record Time: Crazy Deadlines, a Pushy CEO",Pfizer CEO Albert Bourla and his team overcame unproven science and manufacturing bottlenecks to develop a Covid-19 vaccine in record time. But the effort ...,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvaG93LXBmaXplci1kZWxpdmVyZWQtYS1jb3ZpZC12YWNjaW5lLWluLXJlY29yZC10aW1lLWNyYXp5LWRlYWRsaW5lcy1hLXB1c2h5LWNlby0xMTYwNzc0MDQ4M9IBfGh0dHBzOi8vd3d3Lndzai5jb20vYW1wL2FydGljbGVzL2hvdy1wZml6ZXItZGVsaXZlcmVkLWEtY292aWQtdmFjY2luZS1pbi1yZWNvcmQtdGltZS1jcmF6eS1kZWFkbGluZXMtYS1wdXNoeS1jZW8tMTE2MDc3NDA0ODM?hl=en-US&gl=US&ceid=US%3Aen,The Wall Street Journal,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,27.3,72.7,0.0,22.884999999999998
Supply-Chain Obstacles Led to Last Month’s Cut to Pfizer’s Covid-19 Vaccine-Rollout Target,yves herman/Reuters,news.google.com/./articles/CAIiEOdReM-D82J6bXwOc-9uDWEqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,The Wall Street Journal,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,32.0,68.0,0.0,21.405
Searchers look for any sign of pair missing from Lorain County,More than 150 searchers fanned out across Lorain County Friday looking for any sign of 18-year-old Alaina Camacho and 20-year-old Nathan Orona.,news.google.com/./articles/CBMiRmh0dHBzOi8vbmV3cy55YWhvby5jb20vc2VhcmNoZXJzLWxvb2stc2lnbi1wYWlyLW1pc3NpbmctMDExMTM1MzI5Lmh0bWzSAU5odHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvc2VhcmNoZXJzLWxvb2stc2lnbi1wYWlyLW1pc3NpbmctMDExMTM1MzI5Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Yahoo News,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,18.0,82.0,0.0,35.2
Pfizer Inc announces 90% effective COVID-19...,"Pfizer Inc said on Monday its experimental COVID-19 vaccine was more than 90% effective, a major victory in the fight against a pandemic that has killed more ...",news.google.com/./articles/CBMiV2h0dHBzOi8vY2l0aXplbnR2LmNvLmtlL25ld3MvcGZpemVyLWluYy1hbm5vdW5jZXMtOTAtZWZmZWN0aXZlLWNvdmlkLTE5LXZhY2NpbmUtMzUwNTE4L9IBW2h0dHBzOi8vY2l0aXplbnR2LmNvLmtlL25ld3MvcGZpemVyLWluYy1hbm5vdW5jZXMtOTAtZWZmZWN0aXZlLWNvdmlkLTE5LXZhY2NpbmUtMzUwNTE4Lz9hbXA?hl=en-US&gl=US&ceid=US%3Aen,Citizen TV,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,61.7,38.3,73.83500000000001
California Cases Surging; Canada Clears Vaccine: Virus Update,"The Royal Carribean International cruise ship Quantum of the Seas (C) is docked at Marina Bay Cruise Centre in Singapore on December 9, 2020. Photographer: Roslan Rahman/AFP/Getty Images",news.google.com/./articles/CAIiEJoLpgkh18noiKjuLYgOkGsqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,84.3,15.7,53.86
Pfizer Introduces New Logo Playing Up Role in Drug Creation,jack guez/Agence France-Presse/Getty Images,news.google.com/./articles/CAIiEB6gIUhYY-N7k0s54N-PB_gqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,The Wall Street Journal,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,67.2,32.800000000000004,72.02
First patient receives Pfizer Covid-19 vaccine,A 90-year-old woman has become the first person in the world to receive the vaccine.,news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LnRoZS1zdGFyLmNvLmtlL25ld3Mvd29ybGQvMjAyMC0xMi0wOC1maXJzdC1wYXRpZW50LXJlY2VpdmVzLXBmaXplci1jb3ZpZC0xOS12YWNjaW5lL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"The Star, Kenya",08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
"COVID-19 tracker: BD's new combo COVID test IDs virus variants, too; FDA's pandemic inspection backlog grows","BD is rolling out a combination COVID-19 and flu test that it says should work against emerging coronavirus variants. Plus, North Carolina discovered its first ...",news.google.com/./articles/CBMifmh0dHBzOi8vd3d3LmZpZXJjZXBoYXJtYS5jb20vcGhhcm1hL2NvdmlkLTE5LXRyYWNrZXItam9obnNvbi1qb2huc29uLWFpbXMtdG8tdGVzdC1zaG90LWtpZHMtcHJlc2lkZW50LXRydW1wLXRhbGtzLWZpcmluZy1mYXVjadIBAA?hl=en-US&gl=US&ceid=US%3Aen,FiercePharma,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Margaret Keenan: 90-year-old woman becomes first person to receive Pfizer COVID-19 vaccine,"Tuko.co.ke News ☛ Margaret Keenan received the jab early on Tuesday, December 8, at University Hospital in Coventry to mark the kick-off of the first phase of ...",news.google.com/./articles/CAIiEGHsyGARf5aZByPWRIu6UpkqMwgEKioIACIQ8_aR125dc2n7elshjuybpyoUCAoiEPP2kdduXXNp-3pbIY7sm6cw66zMBg?hl=en-US&gl=US&ceid=US%3Aen,Tuko.co.ke ,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
VERIFY: Will the COVID-19 vaccine cause infertility in women?,A Facebook post claims a head researcher for vaccine manufacturer Pfizer has issued a warning that the company's new COVID-19 vaccine would cause ...,news.google.com/./articles/CBMihwFodHRwczovL3d3dy5raW5nNS5jb20vYXJ0aWNsZS9uZXdzL3ZlcmlmeS93aWxsLXRoZS1jb3ZpZC0xOS12YWNjaW5lLWNhdXNlLWluZmVydGlsaXR5LWluLXdvbWVuLzUzMS0zY2I1MzQwYS1iM2QwLTQyMjQtOGE1Mi1jZmIyNGU5OTg0YTnSAYsBaHR0cHM6Ly93d3cua2luZzUuY29tL2FtcC9hcnRpY2xlL25ld3MvdmVyaWZ5L3dpbGwtdGhlLWNvdmlkLTE5LXZhY2NpbmUtY2F1c2UtaW5mZXJ0aWxpdHktaW4td29tZW4vNTMxLTNjYjUzNDBhLWIzZDAtNDIyNC04YTUyLWNmYjI0ZTk5ODRhOQ?hl=en-US&gl=US&ceid=US%3Aen,KING5.com,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
School in Kenya gives teenage moms a second chance to complete their studies,"Teenage mothers carry their children inside a library as they collect books at the Serene Haven secondary school, accommodating pregnant girls and teenage mothers with their babies in Nyeri, Kenya on January 8 2021.",news.google.com/./articles/CAIiEPFjECuDEBzpnnMvBcSZv6cqMwgEKioIACIQTEiTTGRHVJqjX49E5O90vyoUCAoiEExIk0xkR1Sao1-PROTvdL8wvcbKBg?hl=en-US&gl=US&ceid=US%3Aen,TimesLIVE,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,85.7,14.299999999999999,62.5
Kenya Eyes AstraZeneca Vaccine on Less Onerous Storage Needs,"Laboratory technicians handles vials as part of filling and packaging tests for the large-scale production and supply of the University of Oxfords COVID-19 vaccine candidate, AZD1222, conducted on a high-performance aseptic vial filling line on September 11, 2020 at the Italian biologics manufacturing facility of multinational corporation Catalent in Anagni, southeast of Rome, during the COVID-19 infection, caused by the novel coronavirus. - Catalent Biologics manufacturing facility in Anagni, Italy will serve as the launch facility for the large-scale production and supply of the University of Oxfords Covid-19 vaccine candidate, AZD1222, providing large-scale vial filling and packaging to British-Swedish multinational pharmaceutical and biopharmaceutical company AstraZeneca. (Photo by Vincenzo PINTO / AFP) (Photo by VINCENZO PINTO/AFP via Getty Images)",news.google.com/./articles/CAIiEHfTUAixHqeSoH3RhI261mkqGQgEKhAIACoHCAow4uzwCjCF3bsCMKrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
COVID-19: WHO clears Pfizer vaccine for emergency use,Tuko.co.ke News ☛ COVID-19: Pfizer vaccine now goes into history as the first vaccine against coronavirus to be given emergency use authorisation by the ...,news.google.com/./articles/CAIiEIH55MN6VBrkPkuZYZsvUq8qMwgEKioIACIQ8_aR125dc2n7elshjuybpyoUCAoiEPP2kdduXXNp-3pbIY7sm6cw66zMBg?hl=en-US&gl=US&ceid=US%3Aen,Tuko.co.ke ,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,26.3,60.6,13.100000000000001,34.09
Pfizer and Wellcome Launch Surveillance Program to Combat Growing Threat of Antimicrobial Resistance in Sub-Saharan Africa,Pfizer Inc. (NYSE: PFE) and Wellcome today announced the launch of the Surveillance Partnership to Improve Data for Action on Antimicrobial Resistance.,news.google.com/./articles/CBMiswFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIwMDYyNDAwNTEzMy9lbi9QZml6ZXItYW5kLVdlbGxjb21lLUxhdW5jaC1TdXJ2ZWlsbGFuY2UtUHJvZ3JhbS10by1Db21iYXQtR3Jvd2luZy1UaHJlYXQtb2YtQW50aW1pY3JvYmlhbC1SZXNpc3RhbmNlLWluLVN1Yi1TYWhhcmFuLUFmcmljYdIBAA?hl=en-US&gl=US&ceid=US%3Aen,Business Wire,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,28.299999999999997,63.4,8.3,18.755
"Trump was law-&-order president and he did not cause Jan 6 riots, his lawyers tell Senate","There is a complete lack of evidence on the article of impeachment against Donald Trump, his lawyers told the United States Senate as they asserted that he ...",news.google.com/./articles/CAIiEC9lvOGxh5rC1tejJspYJe8qGQgEKhAIACoHCAow1t36CjDslvICMKHS1QU?hl=en-US&gl=US&ceid=US%3Aen,National Herald,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,18.0,82.0,0.0,24.47
Organization Of Chinese Americans To Help Struggling Asian Restaurants In Pittsburgh For Lunar New Year,"We welcomed 2021 more than a month ago, but today is the beginning of the Lunar or Chinese New Year; KDKA's Bryant Reed reports.",news.google.com/./articles/CBMiVGh0dHBzOi8vbmV3cy55YWhvby5jb20vb3JnYW5pemF0aW9uLWNoaW5lc2UtYW1lcmljYW5zLWhlbHAtc3RydWdnbGluZy0yMzMxMDAyNDUuaHRtbNIBXGh0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC9vcmdhbml6YXRpb24tY2hpbmVzZS1hbWVyaWNhbnMtaGVscC1zdHJ1Z2dsaW5nLTIzMzEwMDI0NS5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Yahoo News,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,15.1,70.3,14.6,48.71
Kenya launches Oxford Astrazeneca vaccine trial amid second wave of coronavirus,"KEMRI’s principal investigator, George Warimwe, for the Oxford AstraZeneca COVID-19 vaccine trial is shown at the KEMRI Wellcome Trust lab in Kilifi, Kenya, on Nov. 13, 2020.",news.google.com/./articles/CAIiEBbnOF1U1yp7UH9qdf-eY00qFwgEKg4IACoGCAowjdMZMOLgBTDFs9YG?hl=en-US&gl=US&ceid=US%3Aen,The World,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Who gets it first? – International relations,"Read this article in German. Argentina. Countries and regions are racing to buy and manufacture coronavirus vaccines. Europe, the United States, China and ...",news.google.com/./articles/CAIiEBDKQrWXHhwTHoCNbwmckloqMwgEKioIACIQ0oVlw7NZcpF1AjUqhTQZXyoUCAoiENKFZcOzWXKRdQI1KoU0GV8w8_zGBg?hl=en-US&gl=US&ceid=US%3Aen,IPS Journal,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
When global health goes local: Tackling infectious diseases and antimicrobial resistance in Kenya,"Drug-resistant infections are on the rise, and low- and middle-income countries are particularly burdened by the challenges posed. In Kenya, an initiative is ...",news.google.com/./articles/CBMiiwFodHRwczovL3d3dy5kZXZleC5jb20vbmV3cy9zcG9uc29yZWQvd2hlbi1nbG9iYWwtaGVhbHRoLWdvZXMtbG9jYWwtdGFja2xpbmctaW5mZWN0aW91cy1kaXNlYXNlcy1hbmQtYW50aW1pY3JvYmlhbC1yZXNpc3RhbmNlLWluLWtlbnlhLTk2MDI50gEA?hl=en-US&gl=US&ceid=US%3Aen,,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
COVID-19: Poor left behind as rich nations ‘hoarding vaccines’,The MSF has urged pharmaceutical companies such as Pfizer and Moderna to scale up production of the vaccine doses and make it available to poor countries as soon as possible,news.google.com/./articles/CAIiEKBteeMUMKGiU16KRHutAbcqFAgEKgwIACoFCAowhgIwkDgw0O8B?hl=en-US&gl=US&ceid=US%3Aen,Al Jazeera English,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,22.6,51.1,26.3,56.4
Tigers announce Spring Training changes,The Tigers announced updates Thursday to their Spring Training schedule and ticket policies.,news.google.com/./articles/CBMiTWh0dHBzOi8vbmV3cy55YWhvby5jb20vdGlnZXJzLWFubm91bmNlLXNwcmluZy10cmFpbmluZy1jaGFuZ2VzLTIzMzcwNDAwOC5odG1s0gFVaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL3RpZ2Vycy1hbm5vdW5jZS1zcHJpbmctdHJhaW5pbmctY2hhbmdlcy0yMzM3MDQwMDguaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,Yahoo News,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
Pfizer Drops After 2021 Earnings Forecast Trails Estimates,Albert Bourla Photographer: Zach Gibson/Bloomberg,news.google.com/./articles/CAIiEDfyR4dSHskNWZgCsbyFVaoqGQgEKhAIACoHCAow4uzwCjCF3bsCMKrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bloomberg,08/01/2020,09/01/2020,Pfizer,Kenya,-1.283333333,36.816667,0.0,100.0,0.0,50.0
